"gx" "gy" 
"MESUNA" 372.59 397.02
"CINNDU" 480.97 373.24
"HUMBLA" 288.24 127.41
"MEMEAR" 58.07 105.54
"CULLRO" 407.5 166.5
"PSYCNI" 201.19 182.34
"HUMBLA" 31.93 98.92
"PSYCNI" 167.11 454.58
"SHORWO" 473.69 390.45
"XYLOCH" 239.4 377.13
"PSYCNI" 131.83 486.12
"DIOSAC" 410.69 294.8
"SHORAF" 410.78 339.95
"PALACA" 244.35 85.43
"UNIDEN" 87.09 304.4
"HUMBLA" 429.27 468.33
"MESUFE" 115.49 44.91
"SHORDI" 476.95 365.45
"CULLCE" 475.29 269.9
"MESUNA" 271.25 109.8
"PALACA" 151.65 463.43
"SHORWO" 11.62 495.24
"SEMENI" 499 238.89
"HUMBLA" 427.14 94.67
"MYRIDA" 151.82 493.36
"HUMBLA" 105.4 171.42
"PALACA" 305.5 208.15
"MESUNA" 424.05 483.47
"HUMBLA" 404.75 339.21
"MESUNA" 446.77 263.66
"MANGZE" 337.12 34.6
"UNIDEN" 100.92 30.59
"SHORTR" 293.05 178.27
"SHORCN" 17.57 35.57
"MESUNA" 200.2 359.17
"SHORAF" 483.24 38.24
"SHORST" 228.03 138.21
"XYLOCH" 398.39 51.18
"CRYPWI" 73.48 352.97
"MYRIDA" 30.59 261.03
"UNIDEN" 15 465.86
"SYZYWI" 169.63 202.59
"GARCHE" 85.13 87.24
"SHORAF" 286.08 347.05
"MESUFE" 498.04 193.96
"HUMBLA" 280.47 442.28
"HUMBLA" 474.02 123.7
"MANGZE" 454.32 181.08
"SHORWO" 495.89 334.31
"AGROIN" 240.79 154.45
"AGROHO" 196.4 18.88
"MESUNA" 449.57 402.33
"SEMESU" 46.57 362.92
"AGROIN" 426.67 471.86
"SHORAF" 388.82 52.74
"CHAECO" 351.09 336.13
"HUMBLA" 10.63 22.4
"CALOBR" 109.95 328.74
"EUPHLO" 201.98 496.83
"UROPEL" 276.26 464.06
"PSYCNI" 104.26 330.59
"AGROIN" 381.09 194.27
"MESUNA" 245.24 32
"CINNCA" 366.46 196.27
"SHORST" 346.83 393.05
"SHORME" 415.26 442.75
"SHORTR" 55 290.29
"SEMEGA" 60.28 297.7
"LEEAIN" 15.78 352.41
"HUMBLA" 146.63 330.6
"SCHUCA" 107.37 124.91
"GAERVA" 91.45 316.67
"AGROIN" 413.2 391.19
"ALLOZE" 291.57 416.24
"MEMERO" 381.6 306.73
"HUMBLA" 399.02 384.83
"HUMBLA" 479.9 446.44
"PALATH" 113.5 93.27
"PSYCPL" 223.92 369.71
"UROPEL" 206.86 15.75
"UNIDEN" 68.27 326.2
"LEEAIN" 55.68 292.75
"AGROIN" 131.9 368.04
"SYZYWI" 234.95 361.92
"SHORWO" 404.7 492.01
"LEEAIN" 32 142.11
"AXINZE" 310.49 396.94
"PSYCNI" 166.67 408.52
"PSYCDU" 107.7 147.67
"SHORWO" 381.35 491.94
"DIOSHI" 343.68 88.6
"UROPEL" 24.66 352.63
"UNIDEN" 486.85 380.96
"SEMEWA" 128.94 90
"HUMBLA" 485 163.96
"CHAECA" 474.72 268.84
"NEOLCA" 36.11 316.72
"XYLOCH" 245 155.26
"XYLOCH" 9.6 163.21
"SEMEGA" 236.18 177
"SHORWO" 398.8 165.46
"PSYCNI" 226.11 307.22
"MESUFE" 393.97 125.19
"GLOCAC" 238.31 349.21
"SEMEWA" 360.44 301.28
"AGROIN" 382.27 190.85
"NOTHBE" 324.95 106.26
"MEMERO" 333.63 220.51
"HUMBLA" 349 113.75
"UNIDEN" 284.48 367.93
"SHORDI" 476.18 207
"UNIDEN" 15.08 417.67
"MESUNA" 447.57 453.13
"GARCHE" 488.55 265.29
"AGROIN" 464.87 150.21
"DIOSHI" 443.97 13.08
"CHAECO" 27.7 233.61
"GAERVA" 285.55 366.78
"SHORDI" 440.93 74.9
"MESUNA" 372.32 196.01
"LEEAIN" 67.88 322.22
"HUMBLA" 308.21 375.93
"AGROHO" 114.38 67.8
"NARGMA" 463.79 325.34
"GLENUN" 40.76 46.12
"GARCHE" 453.64 125.3
"GARCHE" 236.02 369.46
"HUMBLA" 439.11 232.83
"HUMBLA" 105.34 215.83
"SHORWO" 454.74 156.27
"GARCHE" 310.96 137.69
"HUMBLA" 140.15 165
"AGROIN" 374.14 498.52
"MESUNA" 475.93 309.5
"UNIDEN" 372.28 346.02
"PALACA" 452.45 407.17
"SHORWO" 429.71 459.12
"CALOTH" 377.37 496.71
"GARCHE" 236.28 458.35
"IXORJU" 274.03 345.09
"HUMBLA" 152.48 367.96
"PSYCNI" 255.56 239.5
"DIOSQU" 233.23 341.77
"SHORWO" 442.35 391.73
"GARCHE" 140.69 150.68
"AGROHO" 99.75 81.07
"DIOSAC" 371.27 264.7
"SHORDI" 349.91 62.35
"SHORTR" 30.98 45.96
"VITEAL" 136.56 220.71
"UROPEL" 268.84 70.83
"SHORME" 217.95 32.42
"AGROHO" 55.19 75.53
"SCHUCA" 147.86 457.13
"HUMBLA" 128.98 379.07
"CRYPWI" 29.51 154.08
"SHORCN" 106.52 244.36
"MESUNA" 450.32 399.78
"AGROIN" 115.99 352.03
"GARCTE" 221.39 437.93
"PSYCDU" 39.43 308.02
"AGROHO" 169.29 19.53
"SHORWO" 133.27 189.4
"MESUFE" 304.71 26.58
"HUMBLA" 140.29 348.62
"SHORTR" 261.67 209.2
"SYZYNE" 261.12 425.59
"AGROHO" 137.09 34.59
"HUMBLA" 389.34 50.77
"PALATH" 345.25 95.95
"HUMBLA" 202.25 90.78
"AGROHO" 62.02 76.62
"AGROHO" 227.5 15.42
"MYRIDA" 315.29 465.48
"MESUFE" 407.02 433.98
"AGROIN" 482.6 157.59
"SHORME" 275.9 146.14
"AGROIN" 402.04 104.56
"HYDNOC" 274.83 246.71
"PSYCDU" 243.75 458.3
"HUMBLA" 354.85 206.34
"MEMEAR" 420.66 3.43
"HUMBLA" 173.5 324.4
"HUMBLA" 475.09 147.11
"SHORAF" 463.11 50.6
"SEMEWA" 60.81 124.82
"UNIDEN" 415.43 466.08
"PSYCNI" 116.27 452.05
"SHORWO" 446.94 276.62
"SYZYMA" 279.88 192.54
"AGROIN" 382.92 90.25
"HUMBLA" 162.23 355.9
"ELAEGL" 423.18 275.52
"AGROIN" 120.59 61.75
"PSYCNI" 127.53 456.1
"NOTHBE" 464 32.84
"GARCHE" 230.89 147.55
"SCOLAC" 284.66 194.82
"GOMPTE" 23.46 135.6
"PSYCNI" 302.73 496.24
"MESUNA" 363.85 57.2
"SHORAF" 449.57 184.19
"GARCHE" 239.26 381.62
"MYRIDA" 3.96 376.02
"SHORWO" 3.93 418.64
"AGROIN" 440.39 260.29
"LITSIT" 467.1 124.16
"HUMBLA" 356.58 475.91
"AGROHO" 175.58 24.31
"HUMBLA" 444.05 188.68
"MYRIDA" 206.68 133.67
"AGROIN" 410.4 57.89
"CHAECO" 272.14 299
"SCHUCA" 24.39 337.64
"CULLCE" 348.28 305.87
"MYRIDA" 164.91 498.08
"SHORDI" 421.97 270.2
"PALAPE" 491.92 161.4
"HUMBLA" 171.37 336.37
"APAMSI" 312.23 445.28
"SHORDI" 475.91 210.69
"SCHUCA" 30.26 125.98
"AGROIN" 188.47 365.38
"LITSLO" 227.9 405.82
"GAERRO" 83.02 171.54
"PODATH" 1.18 101.45
"GARCHE" 78.48 12.1
"DILLRE" 168.85 236.98
"HUMBLA" 373.16 140.4
"APAMSI" 37.72 223.87
"HUMBLA" 238.83 62.26
"SHORWO" 170.05 341.6
"CALOTR" 112.04 321.81
"SHORAF" 388.39 42.55
"MYRIDA" 455.75 327.21
"MESUNA" 481 412.2
"GARCHE" 141.5 177.77
"SHORME" 342 432.09
"PALACA" 209.41 439.19
"XYLOCH" 90.9 335
"HUMBLA" 423.67 468.01
"MESUNA" 143.69 345.74
"SHORWO" 446.5 351.13
"AGROIN" 128.71 341.68
"MESUNA" 114.37 188.35
"LITSGA" 46.24 444.36
"NARGMA" 256.03 41.17
"SCHUCA" 285.73 180.13
"UNIDEN" 136.78 381.9
"HYDNOC" 380.34 255.19
"XYLOCH" 214.85 122.2
"DIOSHI" 484.44 312.67
"HUMBLA" 498.42 203.47
"SHORDI" 407.28 171.01
"HUMBLA" 5.69 488.72
"SEMEWA" 103 135.84
"HUMBLA" 349.74 220.61
"AGROHO" 355.56 467.62
"HUMBLA" 311.2 127.65
"SHORWO" 175.81 339.27
"GARCHE" 124.2 232.79
"UNIDEN" 113.56 381.21
"PALAPE" 399.34 194.7
"UNIDEN" 37.79 2.43
"SHORWO" 487.55 187.59
"GOMPSE" 140.71 291.28
"MESUFE" 252.7 98.22
"AGROHO" 189.75 17.6
"GARCHE" 82.48 398.58
"DIOSHI" 376.17 445
"GLOCAC" 45.04 413.22
"HOPEJU" 314.36 174.25
"UROPEL" 57.29 456.89
"GARCHE" 31.51 76.98
"SHORDI" 422.99 36.98
"NOTHBE" 382.23 142.78
"UROPEL" 177.96 368.22
"AGROIN" 470.37 194.5
"SHORAF" 434.92 268.47
"AGROIN" 220.38 33.46
"MESUNA" 475.93 385.51
"AGROIN" 475.09 67.53
"AGROIN" 483.98 357.55
"UROPEL" 76 399.49
"CULLCE" 154.14 151.4
"AGROIN" 80.55 78.22
"SHORAF" 444.92 66.92
"SCHUCA" 46.65 332.39
"MESUNA" 413.22 335.74
"DIOSHI" 333.39 272.7
"UNIDEN" 491.36 21.06
"GARCHE" 56.26 476.13
"HUMBLA" 387.08 365.23
"TIMOJA" 64.45 218.81
"MEMERO" 372.23 191.98
"UNIDEN" 302.96 388.85
"GLENUN" 168.19 112.71
"MESUNA" 480.68 375.65
"SYMPCO" 310.78 298.24
"SHORDI" 180.21 6.88
"SEMEWA" 321.7 247.88
"LEEAIN" 7.56 318.24
"SHORAF" 478.2 13.95
"MESUNA" 406.23 330.93
"GLENUN" 497.59 317.14
"MYRIDA" 367.73 293.35
"CULLCE" 137.6 385.49
"HUMBLA" 495 413.44
"MESUNA" 465.35 444.79
"SHORWO" 218.45 75.47
"SHORAF" 388.16 54.71
"SEMEWA" 166.49 0.35
"AGROIN" 284.35 45.35
"GLOCAC" 229.81 401.06
"UROPEL" 246.39 467.25
"AGROIN" 456.62 276.34
"PALATH" 461 365.15
"AGROIN" 427.74 473.38
"SCHUCA" 7.33 363.94
"MESUFE" 169.57 110.42
"AGROHO" 241.84 12.89
"SHORME" 133.28 68
"AGROIN" 34.5 99.12
"DIOSAC" 352.73 216.62
"SYZYNE" 199.8 268.9
"HUMBLA" 457.66 279.87
"PSYCNI" 262.79 331.65
"ALLOZE" 41.73 306.37
"EUPHLO" 338.3 224.3
"HUMBLA" 307.95 451.07
"GLENUN" 384.27 168.95
"SYZYSP" 283.62 172.84
"CLEIPA" 361.78 498.88
"DIOSHI" 449.77 306.03
"GAERVA" 219.21 366.59
"MEMERO" 122.08 186.38
"MESUFE" 322.04 56.15
"UNIDEN" 104.6 409.71
"AGROHO" 163.59 30.39
"PALACA" 434.26 8.33
"HUMBLA" 447.34 108.06
"MESUNA" 444.23 314.84
"HUMBLA" 481.63 161.32
"MEMERO" 127.06 301.39
"HUMBLA" 434.74 74.81
"SYZYNE" 95.51 335.22
"HUMBLA" 305.93 90.57
"MESUNA" 423.92 183.13
"HYDNOC" 398.81 238.15
"SHORCN" 307.7 206.48
"NARGMA" 270.34 249.26
"MESUNA" 424.48 17.69
"SHORME" 250.29 88.78
"UROPEL" 25.94 243.27
"HYDNOC" 489.81 170.42
"MESUNA" 212.32 319.55
"PALACA" 210.4 441.25
"POMETO" 496.52 219.69
"HYDNOC" 126.48 74.07
"MYRIDA" 205.39 197.7
"PODATH" 426.98 444.91
"UNIDEN" 467.95 213.88
"MESUFE" 478.18 213.66
"GLOCAC" 18.55 427.25
"AGROIN" 485.41 404.9
"GARCHE" 219.29 93.45
"ELAESU" 91.25 429.02
"GARCHE" 382.86 175.96
"BHESCE" 133.88 72
"SHORCR" 223 385
"CULLCE" 232.12 292.21
"MESUNA" 378.01 379.13
"SHORME" 120.45 91.32
"SYZYSP" 289.05 168.65
"GARCSP" 145.4 315.71
"SHORDI" 374.04 285.75
"AGROIN" 421.78 78.32
"PALATH" 493.06 398.95
"MESUNA" 19.8 480.78
"UROPEL" 126.27 52.24
"GLOCAC" 36.57 321.35
"UROPEL" 267.77 332.94
"AGROHO" 201.58 129.59
"HUMBLA" 398.9 8.7
"AGROIN" 452.81 469.77
"MESUNA" 420.43 353.23
"ELAEGL" 83.52 149.4
"SHORWO" 472.37 455.1
"HUMBLA" 156.65 346.46
"SHORWO" 113.69 187.35
"ALLOZE" 58.16 416.26
"HUMBLA" 460.38 357.36
"HUMBLA" 182.78 350.85
"HUMBLA" 117.7 174.55
"HUMBLA" 3.2 478.5
"PSYCDU" 220.34 451.55
"PSYCNI" 289.48 418.89
"HUMBLA" 408.08 87.8
"MESUNA" 425.78 255.14
"GLENUN" 175.41 32.14
"AGROHO" 61.2 68.66
"XYLOCH" 205 279.57
"SHORDI" 469.43 3.97
"CULLCE" 362.72 257.31
"GARCHE" 401.56 97.86
"PSYCNI" 295.39 447.16
"MESUNA" 380.92 417.42
"HUMBLA" 202.94 86.71
"HUMBLA" 209.05 325.59
"GLOCAC" 142.59 481.95
"HUMBLA" 477.67 260.74
"GLENUN" 314.31 348.96
"SHORCR" 140.25 132.95
"SYZYWI" 20 34.06
"UNIDEN" 420 351.67
"PALAPE" 408.02 435.66
"SHORDI" 368.79 32.5
"UNIDEN" 119.3 234.27
"AGROHO" 131.02 67.9
"SEMESU" 464.26 86.42
"CALOTH" 350.17 307.82
"GARCHE" 239.67 442.8
"AGROIN" 415.26 314.1
"PALATH" 6.82 386.26
"ANISCI" 274.37 238.93
"GARCHE" 38.45 63.13
"SHORWO" 222.45 81.3
"MESUFE" 410.04 393.39
"MESUFE" 485.9 14.02
"GARCHE" 72.76 385.77
"GOMPTE" 51.18 233.58
"SHORDI" 451.18 131.86
"UNIDEN" 359.64 481.94
"DIOSIN" 233.36 321.4
"SHORDI" 391.31 145.87
"SHORWO" 453.84 174.34
"AGROIN" 120.98 367.94
"GOMPSE" 57.37 273.65
"SHORDI" 421.15 269.04
"HUMBLA" 410.96 395.9
"HUMBLA" 418.62 436.32
"SHORTR" 205 283.79
"MESUNA" 421.38 248.76
"MESUNA" 445.23 167.86
"SHORTR" 180.88 156.45
"PALAPE" 494.38 477.91
"MYRIDA" 268.48 334.86
"SHORDI" 419.83 127.95
"HUMBLA" 414.91 432.07
"MESUFE" 102.97 54.37
"CRYPWI" 200.84 476.26
"SEMEGA" 97.45 253.55
"AGROIN" 445.94 308.62
"ALLOZE" 314.26 311.68
"AGROIN" 253.73 32.64
"PSYCDU" 234.31 375.48
"SHORDI" 463.7 9.05
"CALOTH" 380.34 20.79
"MESUNA" 486.71 357.2
"GARCMO" 210.54 84.13
"SEMEWA" 201.21 185.45
"MESUNA" 481.58 10.15
"MESUNA" 323.86 108.74
"AGROIN" 412.45 157.5
"SYZYNE" 211.01 250.58
"HUMBLA" 20.59 87.48
"CALOTH" 427.56 469.17
"HUMBLA" 477.34 309.5
"SYZYWI" 292.14 237.59
"SHORWO" 449.14 455.35
"LEEAIN" 67.88 322.17
"MASTTE" 100.72 494.7
"PALATH" 375.85 83.98
"SYZYCY" 169.25 104.71
"MESUNA" 285.94 121.43
"PALAPE" 357.36 463.11
"CRYPWI" 433.03 311.47
"PSYCDU" 122.43 242.24
"SCHUCA" 14.74 275.62
"GARCHE" 76.05 60.91
"UNIDEN" 271.77 191.69
"SEMENI" 286.18 14.9
"MESUNA" 385.28 346.55
"AGROHO" 90.78 83.11
"SCHUCA" 285.27 180.39
"AGROHO" 190.8 51.62
"DYSOPE" 197.52 192.65
"UNIDEN" 471.84 335.59
"HUMBLA" 317.65 9.83
"PSYCNI" 303.85 430.19
"SHORAF" 415.26 149.22
"MEMERO" 300.87 355.56
"AGROIN" 490.94 48.97
"PALACA" 356.6 454.84
"PSYCNI" 43.1 360.3
"SHORWO" 433.08 330.78
"HUMBLA" 11.89 73.47
"GARCHE" 499.05 270.3
"IXORJU" 401.18 476.55
"MEMEAR" 13.06 27.16
"DIPTHI" 285.47 442.73
"HUMBLA" 417.29 343.85
"AGROIN" 197.3 40.69
"MASTTE" 348.49 462.26
"ELAESU" 49.36 441.38
"SEMESU" 336.67 336.09
"GAERRO" 253.88 159.41
"MESUNA" 457.46 373.08
"AGROIN" 495.6 265.87
"HUMBLA" 11.54 67.81
"AGROIN" 390.73 146.01
"GAERRO" 173.7 140.45
"PALAPE" 396.15 22.31
"AGROIN" 385.07 89.36
"PSYCNI" 287.5 423.1
"PAVEIN" 207.29 249.29
"CRYPWI" 15.85 318.05
"PSYCNI" 485.28 248.18
"SYZYAM" 446.32 283.4
"AGROIN" 430 450.68
"HOPEJU" 452.29 460.31
"SHORAF" 474.54 138.62
"CALOTH" 272.07 13.16
"AGROIN" 490.77 381.36
"UROPEL" 99.76 442.22
"UROPEL" 63.68 401.54
"PALACA" 60.81 71
"MESUNA" 198.3 328.75
"HUMBLA" 83.49 102.86
"SHORTR" 240.64 139.41
"ALLOZE" 214.45 388.98
"SHORME" 311.79 113.28
"MESUNA" 211.83 97.86
"HUMBLA" 159 314.59
"CULLCE" 496.38 339.24
"AGROIN" 473.94 192.39
"HUMBLA" 218.58 312.5
"MESUNA" 494.15 236.68
"MESUFE" 312.26 60.28
"GARCHE" 212.96 113.76
"CULLCE" 304.63 192.6
"PALAHI" 338.03 197.48
"SHORWO" 496.85 341.19
"CULLCE" 349.45 145.29
"SHORDI" 456.55 47
"PALACA" 270.83 234.61
"MEMEAR" 11.11 58.09
"SHORDI" 416.02 7.91
"HUMBLA" 475.31 83.76
"UNIDEN" 0.43 160.76
"UROPEL" 152.02 16.32
"HUMBLA" 425.98 140.15
"AGROIN" 200.86 101.08
"UNIDEN" 26.42 12.04
"UROPEL" 257.23 411.26
"AGROIN" 392.94 381.12
"MESUNA" 425.77 317.69
"MESUNA" 349 485.38
"AGROIN" 485.63 454.16
"UROPEL" 51.16 271.46
"UNIDEN" 20.18 357.89
"CULLCE" 267.82 461.76
"AGROIN" 428.9 199.9
"AGROHO" 71.5 77.33
"HUMBLA" 376.4 90.35
"UNIDEN" 2.5 141.85
"GOMPSE" 41.55 178.59
"AGROHO" 115.35 62.86
"CULLCE" 271.78 223.56
"SHORDI" 442.95 442.35
"SHORWO" 414.15 287.3
"SYMPCO" 163.62 258.76
"SYZYLI" 171.5 18.49
"GLYCPE" 322.35 483.25
"AGROIN" 295.49 101.43
"LEEAIN" 40.29 136.63
"PSYCDU" 169.51 493.68
"AGROIN" 474.44 458.76
"XYLOCH" 429.78 349.87
"GARCHE" 365 325.97
"SHORCR" 0.1 470.41
"AGROIN" 69 101.88
"UNIDEN" 438.62 80.81
"SYZYAM" 495 65.05
"CHAECO" 237.15 471.5
"ALLOZE" 198.2 474.05
"HUMBLA" 37.27 110.17
"SHORDI" 465.93 431.65
"CULLCE" 453.36 286.51
"UNIDEN" 39.44 205.19
"CULLCE" 16.7 146.88
"SHORAF" 361.64 290.98
"PALAPE" 463.79 181.15
"SYZYNE" 143.8 214.86
"DILLRE" 234.33 397.95
"SHORTR" 28.55 121.5
"AGROHO" 146.86 12.45
"HUMBLA" 216.1 100.09
"SCHUCA" 140.4 18.8
"SCHUCA" 23.86 318.47
"GLOCAC" 231.67 482.94
"HUMBLA" 416.01 457.62
"ELAESU" 172.65 237.08
"MEMEAR" 283.8 377.55
"SEMESU" 217.21 300.37
"SHORDI" 412.98 6.09
"NOTHBE" 314.09 173.93
"GAERVA" 14.07 203.43
"SHORME" 93.84 6.65
"AGROHO" 173.87 95.52
"AGROIN" 424.77 247.38
"MYRIDA" 305.93 148.76
"AGROIN" 191.04 11.25
"MESUNA" 486.81 345.4
"AGROIN" 178.03 322.8
"PSYCDU" 230.9 364.33
"SHORDI" 398.87 289.66
"MESUNA" 409.4 464.05
"AGROIN" 142.23 353.92
"SHORCN" 399.69 191.74
"UROPEL" 251.08 112
"SEMEWA" 210.8 154.9
"SHORDI" 252.04 74.25
"SEMEWA" 74.63 286.15
"GARCHE" 151.35 397.83
"GARCHE" 85.91 219.78
"GARCHE" 70.38 433.86
"MEMERO" 7.24 62.25
"CRYPWI" 481.06 256.24
"UNIDEN" 474.17 385.1
"SHORWO" 431.71 326.45
"HUMBLA" 329.31 110.68
"GARCMO" 469.52 154.06
"GARCHE" 157.34 387.77
"CRYPWI" 15.26 240.44
"AGROIN" 416.9 171.8
"MESUNA" 347.02 121.02
"HUMBLA" 436.23 257.74
"MYRIDA" 140.65 466.98
"HUMBLA" 165.09 373.02
"LEEAIN" 64.78 442.55
"MESUNA" 419.19 185.18
"PALACA" 301.57 215.2
"SCHUCA" 135.52 21.57
"HUMBLA" 358.33 72.38
"HUMBLA" 429.08 295.43
"UNIDEN" 404.21 18.09
"UNIDEN" 252.52 351.81
"AGROHO" 176.15 59.4
"CULLCE" 108.47 201.47
"HUMBLA" 135.19 365.25
"MASTTE" 278.57 329.41
"AGROIN" 185.92 11.47
"SHORCR" 496.49 229.86
"AGROHO" 167.67 50.86
"SEMEWA" 224.22 6.07
"MADHFU" 447.28 31.04
"HUMBLA" 89.95 204.71
"DIOSAC" 391.65 492.8
"PALAPE" 409.14 109.62
"PALAPE" 468.18 268.66
"GLOCAC" 197.55 400.83
"UNIDEN" 322.36 275.77
"HUMBLA" 198.21 349.36
"HUMBLA" 56.51 103.47
"AGROIN" 415.85 289.76
"HUMBLA" 196.89 318.08
"AGROHO" 130.18 47.16
"UROPEL" 212.43 371.44
"GARCSP" 120.39 325.27
"GLOCAC" 140.7 308.6
"MESUNA" 129.11 350.35
"MYRIDA" 494.95 286.85
"GAERRO" 94.47 386.27
"TRICER" 266.35 360.49
"GARCHE" 186.2 408.74
"SHORWO" 486.94 260.76
"IXORJU" 417.92 168.24
"HUMBLA" 72.25 83.9
"CHAECA" 156.8 306.38
"CALOTH" 392.94 59.78
"HUMBLA" 142.27 331.2
"SHORME" 98.43 105.97
"GAERRO" 284.43 382.6
"GARCHE" 475.36 203.47
"CULLRO" 219.01 227.19
"ALLOZE" 1.1 129.03
"PSYCNI" 82.98 498
"XYLOCH" 78.83 216.46
"PALATH" 435.19 45.56
"UROPEL" 134.81 38.06
"CULLCE" 369.79 295.39
"AGROIN" 192.02 117.09
"MESUFE" 377.29 250.97
"SHORME" 114.62 7.4
"SHORDI" 11.26 74.18
"CHAECO" 290 168.37
"AGROIN" 462.5 270.43
"CULLCE" 354.27 314.31
"SHORWO" 369.04 93.5
"AGROHO" 295.1 92.6
"MANGZE" 493.84 475.43
"SHORST" 256.3 257.69
"SHORWO" 384.67 339.18
"CALOBR" 275.35 255.27
"TRICER" 20.23 185.58
"GYRIWA" 274.45 242.1
"MEMERO" 298.9 342.87
"CLEIPA" 436.39 210.38
"UNIDEN" 17.05 194.57
"SHORWO" 353.18 369.9
"MEMEAR" 479.85 384.22
"GAERRO" 365.9 274.21
"PALACA" 205.73 429.77
"SHORWO" 3.03 445.87
"MESUNA" 10.37 469.67
"PALACA" 114.26 447.46
"MESUNA" 362.98 180.69
"GAERVA" 205.7 373.51
"STRONA" 461.01 453.58
"LITSIT" 444.83 120.53
"HUMBLA" 313.66 69.66
"GAERRO" 199.8 447.65
"UNIDEN" 286.39 203.99
"GARCHE" 272.08 491.6
"AGROHO" 197.11 13.22
"CRYPWI" 377.37 128.93
"UNIDEN" 364.96 385.28
"XYLOCH" 337.63 195.28
"SHORTR" 108.04 409.26
"PALACA" 129.03 313.13
"MYRIDA" 160.94 263.61
"SCHUCA" 55.67 427.86
"HUMBLA" 433.03 489.8
"UNIDEN" 489.14 75.3
"MESUFE" 390.81 244.11
"AGROIN" 439.05 345.18
"PSYCNI" 277.56 413.37
"LITSLO" 269.04 480.05
"AGROHO" 200.78 131.67
"ANISCI" 235 40
"AGROHO" 93.51 87.74
"SHORME" 173.61 363.77
"MESUNA" 497.4 338.33
"HUMBLA" 168.03 198.15
"GAERRO" 166.08 137.31
"MESUNA" 494.39 315.64
"LASIOB" 342.29 143.96
"MEMEVA" 290.97 249.66
"AGROIN" 316.58 3.77
"SHORAF" 10.58 86.76
"PALATH" 402.07 300.98
"HUMBLA" 135.11 377.08
"SHORDI" 134.41 23.66
"SYMPCO" 227.83 201
"SHORDI" 219.7 41.67
"UNIDEN" 43.04 19.5
"AGROHO" 113.32 35.27
"HUMBLA" 114.34 89.8
"MESUFE" 300.81 61.68
"AGROHO" 112 65.8
"SHORME" 175.44 13.24
"SHORME" 59.46 12.45
"ANISCI" 231.49 141.42
"BHESCE" 245.38 361.34
"MYRIDA" 395.47 108.96
"MESUNA" 413.63 321.92
"SHORAF" 389.23 49.44
"PALATH" 471.15 297.35
"SHORAF" 491.94 28.68
"MYRIDA" 244 452.86
"HUMBLA" 25 499.44
"GOMPTE" 222.86 180
"HUMBLA" 447.5 381.41
"HUMBLA" 463.68 265.5
"MESUFE" 461.52 242.33
"MESUNA" 11.02 466.24
"HUMBLA" 341.52 387
"GYRIWA" 291.73 17.96
"HUMBLA" 407.46 30.29
"MESUNA" 447.77 191.7
"MESUNA" 412.54 327.45
"HUMBLA" 404.29 146.45
"PSYCNI" 74.33 456.88
"GOMPTE" 29.14 31.67
"SHORDI" 469.36 12.24
"PALACA" 146.06 474.08
"CULLCE" 347.62 195.68
"GARCMO" 180.93 381.29
"DIOSQU" 332.08 431.53
"MESUFE" 139.24 22.31
"HUMBLA" 383.1 67.2
"ELAESU" 337.39 392.3
"HUMBLA" 431.94 467.75
"SHORWO" 23.81 493.57
"GOMPSE" 142.02 278.94
"UNIDEN" 256.96 495
"SHORDI" 417.18 402.6
"AGROHO" 116.94 83.9
"PSYCDU" 59.76 116.12
"UNIDEN" 403.48 435.19
"GARCHE" 57.25 123.5
"GLOCAC" 42.73 302.48
"SYZYCY" 169 214.71
"AGROIN" 330.09 31.44
"HUMBLA" 57.64 100.54
"SEMEWA" 279.59 289.13
"HUMBLA" 307.06 102.06
"HUMBLA" 98.96 363.46
"MESUFE" 163.41 72.75
"HUMBLA" 117.16 179.6
"SHORTR" 288.63 189.18
"AGROIN" 394.24 254.17
"AGROIN" 343.95 364.13
"SYZYCY" 243.86 137.75
"PSYCNI" 26.19 367.27
"MESUNA" 402.62 286.35
"HUMBLA" 426.54 121.01
"GOMPSE" 1.75 300.48
"XYLOCH" 310.48 432.95
"GARCHE" 111.15 199.46
"SHORCR" 364.5 27.08
"CRYPWI" 264.88 356.1
"MESUFE" 324.8 52.86
"DIOSHI" 161.08 193.74
"MESUNA" 466.76 180.32
"AGROIN" 428.09 338.7
"MESUFE" 287.13 75.29
"MESUFE" 386 251.84
"MESUNA" 38.37 485.8
"UNIDEN" 8.73 276.33
"SEMEWA" 192.12 260.85
"MESUFE" 160.47 58.43
"SHORTR" 120.9 435.85
"GLOCAC" 38.15 299.76
"CALOBR" 67.55 356.82
"MESUFE" 473.98 209.57
"PALAPE" 485.41 396.09
"UNIDEN" 4.09 430.77
"PSYCNI" 144.02 149.24
"GAERRO" 107.3 477.07
"PALAPE" 439.34 427.42
"AGROHO" 195.32 6.75
"MESUNA" 421.47 205.86
"HUMBLA" 438.39 159.46
"CHAECA" 133.95 296.28
"GARCHE" 90.14 154.65
"UROPEL" 115.98 449.03
"EUPHLO" 310.45 172.06
"GARCHE" 54.72 38.83
"SHORME" 263.91 85.67
"MESUFE" 353.47 74.56
"MEMEPR" 151.62 332.05
"SHORTR" 172.17 70.6
"AGROIN" 314.25 15.61
"SHORWO" 165.2 309.31
"SHORWO" 496.75 254.35
"AGLAAP" 188.9 248.73
"PSEUCH" 151.21 362.52
"SHORDI" 184.74 64.6
"HUMBLA" 384.85 20
"AGROIN" 487.35 375.75
